text,sentiment
"Baru sampe detik 50 sy sudah ada kesimpulan, g ada harapan.... selebihnya cuma konfirmasi, ternyata indo (at least rezim wowo dan wiwi) memang g akan pernah bisa mencapai hal itu..","label sentimen: negatif  
makna tersirat (konteks): ketidakpuasan dan skeptisisme terhadap kemampuan pemerintah yang dipimpin oleh rezim tersebut untuk mencapai kemajuan yang diharapkan dalam kondisi ekonomi saat ini.  
alasan klasifikasi: mengandung nada pesimis dan kritik terhadap pemerintah, menunjukkan kekecewaan mendalam dan frustrasi karena merasa tidak ada perubahan positif yang ditawarkan."
"kalian pilih mana? Dolar = Rp 7000 tapi UMR $20 atau dolar = Rp 17000 tapi UMR $200

Tahun 1999 UMR rata rata nasional naik dari Rp 150rb ke Rp 180rb, kenaikan rupiah mendongkrak UMR saat itu dari $16 ke $23 per bulan

Tapi kalau dibanding UMR sekarang itu tidak seberapa

Karena UMR rata rata nasional 2025 adalah $200 , hampir 10 kali lipat tahun 1999

Kita selalu melihat turunnya dolar pada tahun 1999 sebagai sesuatu yg luar biasa dibanding saat ini

tapi kita lupa bahwa kenaikan gaji kita dibanding 1999 sebanarnya jauh lebih luar biasa

Jadi lebih baik kita bersyukur daya beli kita naik walaupun rupiah turun, karena itu jauh lebih penting","label sentimen: neutral  
makna tersirat (konteks): penjelasan tentang perbandingan historis antara nilai umr dan rupiah, dengan penekanan pada daya beli sebagai hal yang lebih penting dibandingkan fluktuasi nilai tukar.  
alasan klasifikasi: komentar ini bersifat informatif dan analitis, tidak menunjukkan emosional positif atau negatif yang jelas."
"INDON Valas setahu saya pajaknya ditanggung pemerintah. Memang kalau Obligasi IDR ada potongan pajak kupon 10%, tapi kalau INDON Valas tidak ada. CMIIW.","label sentimen: negatif  
makna tersirat (konteks): menyiratkan ketidakpuasan terhadap sistem perpajakan yang dianggap tidak konsisten dan memberatkan, bahkan ada yang salah paham tentang pajak yang ada.  
alasan klasifikasi: ada nada meragukan (cmiiw) dan asumsi bahwa pajak yang tidak ada mungkin sebagai kritik terhadap kualitas informasi dan kebijakan pajak yang membingungkan, menunjukkan frustrasi."
"Pemerintah masi memandang  pasar saham tempatnya orang kaya .... pandangan sesat sekali
1. Pasar saham = etalase ekonomi negara jika buram apalagi retak investor kabur  apalagi asing.
2. Retakan sekarang mulai merembet ke industri besar (penebangan,),  UKM (nelayan, RM dll).
3. Pasar modal sudah menjadi  tempat usaha investor  retail  nyambi  dagang, kerja, ngojek nunggu  lamaan kerja
tolong Pemerintah jangan pakai narasi  basi (fundamental ekonomi kuat  dll)  tapi  selesaikan  MBG, Kopdes MP, subsidi tidak tepat sasaran, 
4. Menkeu dan Presiden  tolong irit  biciara  selesaikan saja masalah  no.3  inshaAllah pasar bereaksi positif
tks  bro Leo  ...  teruslah bersuara","label sentimen: negatif  
makna tersirat (konteks): kekecewaan terhadap pandangan pemerintah yang dianggap keliru mengenai pasar saham dan ekonomi, serta seruan untuk perbaikan kebijakan yang lebih tepat sasaran.  
alasan klasifikasi: mengandung kritik yang tajam terhadap tindakan pemerintah dan narasi yang dianggap tidak sesuai dengan realitas ekonomi, menunjukkan frustrasi dan harapan tanpa ada pujian tulus."
"Leon, coba pelajari bagaimana pak Habibie bisa menurunkan USD. Yang dia kerjakan waktu itu adalah:
1. Membuka kebebasan pers utk transparansi
2. Memperbaiki sistem perbankan yang amburadul dan korup dengan mendirikan BPPN dan pembentukan Bank Mandiri (dimana Bank Mandiri mengadopsi sistemnya Deutsh Bank)
3. Merestukturisasi hutang luar negeri perusahaan2 di Indonesia yang waktu itu marak berhutang USD, lewat  badan namanya INDRA
4. Kolaborasi dgn  IMF 
DLL

Coba bandingkan dengan keadaan kita sekarang:
1. Penyiraman air keras terhadap pengkritik dan sikap2 anti kritik pemerintah lewat pidato2 Presiden
2. Tidak ada perbaikan di area2 korupsi dan penegakan hukum yang serampangan 
3. Kesulitan merestrukturisasi hutang2 dalam USD karna yang terbesar justru hutang2 pemerintah akibat proyek2 yang bekerjasama dgn pihak luar (misal hutang proyek kreta cepat Jkt Bandung)
4. Menutup diri thd pihak asing sewaktu diperlukan (contoh waktu bencana banjir di Sumatera)","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap kondisi pemerintahan saat ini yang dinilai jauh lebih buruk dibandingkan masa kepemimpinan habibie, dengan penekanan pada kebijakan yang tidak mendukung transparansi dan responsif terhadap kritik.  
alasan klasifikasi: terdapat banyak perbandingan yang merugikan antara kebijakan habibie dan situasi sekarang, menunjukkan kekecewaan terhadap pemerintahan saat ini, sehingga membawa nuansa kritik yang kuat."
"GRafik kurs yang bagus jaman SBY setelahnya, naik2 kepuncak gunung...",negative
Ringgit menguat. IDR selalu melemah dari 2013,"label sentimen: negatif  
makna tersirat (konteks): kritik terhadap keadaan ekonomi indonesia yang terus menerus mengalami pelemahan nilai tukar rupiah sejak 2013, menunjukkan ketidakpuasan terhadap manajemen ekonomi.  
alasan klasifikasi: pernyataan ini menyiratkan kekecewaan dan kritik yang jelas terhadap situasi ekonomi, bukan hanya sekadar informasi."
"Ini karena interen bro rakyat diperas hasil nya mereka pindah kan keluar negeri oleh penguasa juga orang"" yang punya duit...mereka bukan berpikir untuk kemakmuran rakyat, berpikir mereka yg penting mereka aman masalah rakyat sengsara itu cukup diberi BLT selesai otak mereka memang otak penjajah....","label sentimen: negatif  
makna tersirat (konteks): kekecewaan dan kritik terhadap penguasa yang lebih mementingkan kepentingan pribadi daripada kesejahteraan rakyat, dan menilai kebijakan pemerintah, seperti blt, sebagai solusi yang tidak memadai.  
alasan klasifikasi: kalimat ini mencerminkan kritik tajam terhadap pemerintah dan penguasa, menunjukkan rasa frustrasi yang mendalam, yang jelas berkonotasi negatif."
Hukum harus ditegakkan tanpa pandang bulu maka akan bedampak sangat baik pada semua sektor,neutral
"Soeharto said, ""enak jamanku tooh?""","label sentimen: negatif  
makna tersirat (konteks): sindiran terhadap kondisi ekonomi saat ini yang dianggap lebih buruk dibandingkan saat pemerintahan soeharto, dengan nada merindukan kebijakan yang lebih stabil.  
alasan klasifikasi: ini merupakan sarkasme yang menunjukkan ketidakpuasan terhadap kondisi ekonomi saat ini dengan mengacu pada masa pemerintahan soeharto, sehingga menciptakan kontras yang negatif."
"Sesuai ramalan Pdt Daud Tony nanti bln Juni :
- stagflasi dimana inflasi dan deflasi bertemu dlm 1 titik
- bln Juni jatuh tempo pembayaran hutang negara

Akibatnya effek ke pelemahan rupiah bakal berlanjut.","label sentimen: neutral  
makna tersirat (konteks): memberikan informasi mengenai prediksi kondisi ekonomi indonesia di masa depan serta dampaknya terhadap nilai tukar rupiah.  
alasan klasifikasi: komentar ini bersifat informatif dan tidak menunjukkan emosi jelas, hanya berisi analisis tentang kemungkinan dampak ekonomi."
Cara untuk melemahkan negara intoleran dan pendukung organisasi teroris adalah cukup goyangkan nilai mata uangnya seperti Iran !,"label sentimen: negatif  
makna tersirat (konteks): komentar ini mencerminkan kritik terhadap bagaimana negara-negara yang dianggap intoleran dapat tertekan secara ekonomi, dengan sindiran terhadap kebijakan atau kondisi di indonesia yang bisa seperti itu.  
alasan klasifikasi: terdapat unsur sarkasme dan kritik terhadap cara pemerintah dalam menangani kebijakan ekonomi yang bisa menyebabkan kerugian, serta penekanan pada dampaknya terhadap masalah intoleransi dan terorisme."
Yg getol banget pengen GANTI REZIM . Sepertinya perlu di cek lg. Jgn sampai mereka ada di barisan yg lg di bersihkan atau yg selama ini menggerogoti indonesia.,"label sentimen: negatif  
makna tersirat (konteks): kritik terhadap upaya mengganti rezim yang dinilai tidak tepat dan potensi munculnya figur-figur yang merugikan negeri.  
alasan klasifikasi: ini mencerminkan ketidaksetujuan serta kekecewaan terhadap keinginan mengganti rezim, menunjukkan bahwa penulis skeptis terhadap calon-calon baru yang mungkin tidak lebih baik."
"presiden yg satu dunia nga dipercayai,,,sekali dibuka mulut rupiah tambah anjlok,data 5.61 persen itu oplosan,,,mentri dan ponakannya juga nga kompetan buat  kerja,,,bila sesuatu yg nga benar /org yg nga layak diberikn jabatan maka tunggulah kehancuran,,","label sentimen: negatif  
makna tersirat (konteks): kritik tajam terhadap pemerintah, terutama presiden dan menteri, karena dianggap tidak kompeten dan menyebabkan kemerosotan ekonomi, yang tercermin dari melemahnya nilai tukar rupiah.  
alasan klasifikasi: ini jelas menunjukkan ketidakpuasan dan kritik terhadap kinerja pemerintah, serta menyiratkan harapan akan kehancuran akibat kebijakan yang salah."
Anak nya malu 😅😅 gak sigh bapak nya kayak gitu ...,"label sentimen: negatif  
makna tersirat (konteks): kekecewaan dan sindiran terhadap situasi di mana tindakan atau perilaku yang dianggap tidak pantas atau memalukan oleh si bapak berpengaruh pada anaknya.  
alasan klasifikasi: penggunaan emoji tertawa dengan air mata (""😅😅"") menunjukkan bahwa ini adalah ungkapan sarkastik yang menyiratkan frustrasi, bukan kebahagiaan."
Inti nya suku bunga BI mesti stay di 6.25-7.25% kalau mau rupiah stabil di 3% loss per year,"label sentimen: netral  
makna tersirat (konteks): pernyataan ini mengindikasikan pendapat analitis mengenai kebijakan suku bunga bank indonesia yang diharapkan dapat membantu stabilitas nilai tukar rupiah.  
alasan klasifikasi: komentar ini adalah pernyataan informatif yang tidak menunjukkan emosi positif atau negatif yang kuat."
are we cooked ?,neutral
Pemimpinnya harus ganti,negative
Korupsi,neutral
Makin teriak isteris menunjukkan ketidak mampuan memimpin,"label sentimen: negatif  
makna tersirat (konteks): kritik terhadap pemimpin yang dianggap tidak kompeten dan mengandalkan teriakan atau reaksi emosional sebagai cara untuk menghadapi masalah.  
alasan klasifikasi: pernyataan ini menunjukkan ketidakpuasan dan kritik tajam terhadap kepemimpinan, dengan makna tersirat bahwa teriakan tidak menyelesaikan masalah yang ada."
Kalau sampai dua puluh ribu per dolar  Prabowo mundur,negative
"Bila kita lihat grafik USDIDR setelah krisis 98, maka pada dasarnya rupiah bisa dibilang stabil hingga masa SBY berakhir, ada lonjakan2 tapi kemudian rupiah kembali ke harga awal, coba lihat grafiknya ujung2nya horizontal. Grafik mulai menukik tajam tanpa pernah turun lagi sejak 2014, yaitu sejak jokowi berkuasa hingga sekarang. Di masa jokowi proyek ugal2an bernilai triliunan yg tdk produktif dimulai, mulai jalan tol, kereta cepat, mandalika hingga IKN, semua adalah proyek besar.. tol saya blg juga tdk produktif krn tarif tol sangat mahal, lah kalo tarif tolnya mahal sama saja dgn jalan biasa artinya itu hanya menguntungkan para pengusaha tol (sebagian saham tol transjawa di kuasai swasta). Semua proyek jokowi hanya menguntungkan oligarki dan ego wong solo. Ini akibatnya bila orang bodoh diberikan kekuasaan tertinggi, dia jadi gila krn itu semua aturan ditrabas... org melihat dia sebagai sosok yg pintar namun pada dasarnya dia org yg gila.","label sentimen: negatif  
makna tersirat (konteks): kritikan tajam terhadap presiden jokowi terkait kebijakan dan proyek infrastruktur yang dianggap tidak produktif serta menguntungkan segelintir orang, sambil menuduhnya sebagai pemimpin yang tidak kompeten.  
alasan klasifikasi: terdapat unsur kritik yang sangat kuat terhadap kepemimpinan jokowi dan kebijakan ekonominya, dengan bahasa yang menghina dan menuduh. ini adalah ungkapan frustrasi yang jelas dan negatif."
"KALO MENURUT AKU PRIBADI 
PENGUSAHA SITUS JUDI ONLINE = DAPAT KEUNTUNGAN RUPIAH DARI 2 JUTA BAHKAN LEBIH USER/PLAYERS YG BERASAL DARI PENDUDUK INDONESIA = PENGUSAHA SITUS JUDI ONLINE MENUKAR RUPIAH MENJADI DOLLAR BUAT JADI ASET 😅😅😅😅😅😅

JANGAN TERLALU JAUH ANALISIS   KEMUNGKINAN TERJADINYA PAK NANTI TERSESAT BAHKAN BI TIDK AKAN BISA MEMPREDIKSI TERKAIT HAL INI 😅😅😅","label sentimen: negatif  
makna tersirat (konteks): sindiran terhadap situasi ekonomi dan kondisi pasar perjudian online di indonesia yang dianggap menguntungkan bagi segelintir pihak, sementara masyarakat umum kesulitan.  
alasan klasifikasi: penggunaan emoji tertawa dan nada bercanda menunjukkan sarkasme, merujuk pada realitas pahit bahwa perjudian online secara tidak langsung mempengaruhi nilai rupiah dan kondisi ekonomi dengan cara yang negatif."
"Coba bandinginnya dengan SGD. Pasti korelasi nya sama, karena banyak pengkhianat bangsa yg massif menggadai rupiah dengan SGD.","label sentimen: negatif  
makna tersirat (konteks): frustrasi terhadap kondisi ekonomi dan penilaian terhadap kelompok yang dianggap menghancurkan nilai tukar rupiah demi keuntungan pribadi.  
alasan klasifikasi: ini adalah kritik yang tajam terhadap pihak-pihak yang dianggap berkhianat, menunjuk pada masalah yang lebih besar dalam pengelolaan ekonomi yang dianggap merugikan rakyat."
Bowo suruh mundur,negative
siluman babi sialan.,negative
"Indonesia kalau di pimpin staff nya oleh Indo Chinese aku yakin maju, mindset mereka beda. Sorry to said tapi itu reality.","label sentimen: negatif  
makna tersirat (konteks): kritikan terhadap kepemimpinan saat ini dan implikasi bahwa etnis atau kelompok tertentu dianggap lebih mampu dalam memimpin dibandingkan yang sekarang.  
alasan klasifikasi: ungkapan ini mengandung kritik terhadap pemerintah yang ada dengan menyarankan bahwa hanya dengan memimpin oleh etnis tertentu, negara bisa maju, yang merupakan sindiran terhadap ketidakpuasan saat ini."
"Ujungnya Nawarin Investasi di aplikasi Makmur,,, Hadehhhh 🙆‍♀","label sentimen: negatif  
makna tersirat (konteks): frustrasi terhadap tawaran investasi di aplikasi makmur, dianggap tidak relevan atau tidak bermanfaat di tengah situasi ekonomi yang memburuk.  
alasan klasifikasi: emoji 🙆‍♀ digunakan menunjukkan keputusasaan atau sinisme, mengindikasikan ketidakpuasan terhadap tawaran investasi yang tidak realistis."
Thank you ko Leon. Earth bless u,negative
"Banyak penghianat bangsa depan presiden iya iya aja padahal dalem atinya dongkol. 
Karena kepentingan nya terganggu. 
Pemerintah lagi banyak musuh nya karena
1. Mafia pangan yg terganggu. Sekarang
2. Masuk ke cpo dan mineral. Belum lagi dari dalem 
3.bea cukai, pajak
4. Oligarki lokal dan global yg terganggu. 

Nah orang orang cerdas pinter S1S2S3 jangan cuma kritik tanpa solusi cuma bikin noise doang. Gimana lah caranya agar kalian bisa duduk bareng atasi masalah bangsa. 


2","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap pengkhianatan dan ketidakpuasan masyarakat terhadap pemerintah yang dinilai tidak mampu mengatasi masalah bangsa serta mengajak para cerdik pandai untuk memberikan solusi nyata.  
alasan klasifikasi: terdapat nada kekecewaan yang kuat dan protes terhadap situasi politik serta manajemen pemerintah. komentar ini menunjukkan frustrasi terhadap mereka yang hanya mengkritik tanpa memberikan masukan yang konstruktif."
"SGD SGD UP TERUS 
JD INGET KATA2 BENNIX","label sentimen: negatif  
makna tersirat (konteks): kritikan terhadap kebijakan ekonomi yang menyebabkan penguatan sgd (dolar singapura) sementara rupiah melemah, serta mengingatkan penonton pada pernyataan bennix yang dianggap tidak relevan atau salah.  
alasan klasifikasi: mengandung nada sarkastik, menunjukkan kekecewaan dan pesimisme terhadap kondisi ekonomi saat ini."
Para pejabatnya penjahat semua,negative
dari penjelasan video ini nilai dolar US sebelumnya stabil tetapi setalah 2014 nilai dollar US naik tidak terbendung. Artinya silakan ditebak sendiri,"label sentimen: negatif  
makna tersirat (konteks): kritik terhadap kebijakan ekonomi setelah 2014 yang dianggap gagal, menyebabkan nilai dolar as melambung dan merugikan ekonomi indonesia.  
alasan klasifikasi: komentar ini menunjukkan ketidakpuasan terhadap perkembangan ekonomi pasca 2014 dan mengajak orang untuk menyimpulkan kekurangan kebijakan tersebut, yang menunjukkan nada skeptis dan kritik."
"STOP MBG, STOP KOPDES MERAH PUTIH, TURUNIN PR*BOW SKALIAN..!!!!!!!!!!  ☣️☢️☠️⚠️","label sentimen: negatif  
makna tersirat (konteks): ungkapan kekecewaan dan protes terhadap program-program pemerintah yang dianggap tidak efektif dan berorientasi pada kepentingan politik.  
alasan klasifikasi: terdapat nada marah dan kritik yang kuat terhadap kebijakan pemerintah, serta penggunaan simbol yang berkonotasi bahaya (☣️☢️☠️⚠️), menunjukkan ketidakpuasan yang mendalam."
Pesan ko leon adalah 'RASA TAKUT TAKAN MEMANJANGKAN UMURMU',neutral
Sayangnya pemangku kepentingan 7 + 3 = 12 : 4=  5😂,"label sentimen: negatif  
makna tersirat (konteks): sindiran terhadap ketidakmampuan pemangku kepentingan dalam mengelola dan merespons krisis ekonomi dan pajak yang ada.  
alasan klasifikasi: terdapat unsur sarkasme dengan penggunaan emoji tertawa (""😂"") yang menunjukkan bahwa komentar ini menyoroti kebodohan atau kekonyolan situasi, bukan benar-benar pujian."
"Kalau Bro Leon memang yakin dengqn penjelasan kenapa mata uang melemah dan menguat secara pasti. Bro leon tidak akan membuat podcast bisnis lagi, anda akan sangat kaya sampai akhir hayat dengan Trading mata uang forex menggunakan leverage.","label sentimen: negatif  
makna tersirat (konteks): mengandung sindiran terhadap bro leon yang dianggap tidak konsisten dalam menyampaikan informasi mengenai trading dan pasar forex, serta menyiratkan bahwa ajakannya untuk trading mungkin tidak realistis.  
alasan klasifikasi: sarkasme. pernyataan ini tampak seperti dukungan di awal, tetapi sebenarnya menyiratkan ketidakpercayaan terhadap pandangan bro leon dan sifat pesimis tentang kaya dari trading forex."
BI sudah naikin suku bunga 0'5% lhoo,"label sentimen: neutral  
makna tersirat (konteks): penjelasan informasi mengenai keputusan bank indonesia untuk menaikkan suku bunga.  
alasan klasifikasi: komentar bersifat informatif tanpa menunjukkan emosi yang jelas, sehingga sesuai dengan label netral."
"kerana melemahnya berpanjagan dan berterusan, maka iayanya biasa-biasa aja.. seperti Experimen Katak di rebus pelan-pelan tidak terasa panas tiba-tiba mati.","label sentimen: negatif  
makna tersirat (konteks): menggambarkan bahwa masyarakat indonesia tidak menyadari dampak dari terus melemahnya rupiah secara berkepanjangan, hingga situasi ekonomi menjadi sangat buruk.  
alasan klasifikasi: komentar ini menunjukkan kritik terhadap ketidakpekaan masyarakat serta pemerintah terhadap kondisi ekonomi yang memburuk, dengan menggunakan perbandingan sarkastik dari eksperimen katak yang menunjukkan sarkasme dan ketidakpuasan."
"presiden Habibie sang pencipta teknologi pesawat terbang membuat rupiah menguat terhadap dollar 
presiden Wowo sang pencipta import teknologi pesawat tempur membuat rupiah lemah terhadap dolar+ IHSG ambruk+ rakyat Indonesia maluuu dengan statement pidatonya...jangan pindah ke NTT daerah belu transaksi jual beli pake dollar AS","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap kepemimpinan presiden saat ini yang dianggap gagal dalam mengatasi melemahnya rupiah, diiringi dengan sindiran terhadap kebijakan dan pidato yang dianggap tidak realistis.  
alasan klasifikasi: terdapat nada sarkasme dan kritik dalam penyebutan ""sang pencipta,"" serta penggunaan istilah ""maluuu"" yang menunjukkan ketidakpuasan terhadap pemerintah saat ini."
"Serasa kuliah, thanks ko ilmunya! Sering2 bikin konten gini 🙏🏼","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap konten yang dianggap tidak memberikan solusi nyata terhadap kondisi ekonomi yang sulit.  
alasan klasifikasi: meskipun ada ungkapan terima kasih dan emoji, kalimat ini menyiratkan ketidakpuasan yang disampaikan melalui sarkasme, dengan menyamakan konten dengan kuliah yang dianggap kurang berguna."
SAHKAN RUU PERASAAN ASET biar jera tuh koruptor,negative
makasih Ko Leon,negative
Bubarkan utusan2 khusus dan jabatan wamen. Kalau mau efisien,neutral
Kalau emas cocok tidak kak untuk melindungi nilai aset kita?,neutral
"Saya hidup didesa, saya kalau belanja pakai daun😂","label sentimen: negatif  
makna tersirat (konteks): merupakan sindiran terhadap kondisi ekonomi yang terpuruk di mana biaya hidup semakin tinggi sehingga harus berhemat secara ekstrem.  
alasan klasifikasi: terdapat elemen sarkasme dengan penggunaan emoji tertawa (""😂"") yang menunjukkan keputusasaan dalam berbelanja."
Ringgit Kukuh mnakala Rupiah lemah ..Bgitulah jika negara dipimpin oleh org bodoh..Syukur jadi rkyat Malaysia ..,"label sentimen: negatif  
makna tersirat (konteks): ungkapan kekecewaan terhadap kepemimpinan indonesia yang dianggap buruk, yang berdampak pada melemahnya rupiah. lebih memilih menjadi warga negara malaysia karena kondisi ekonomi di sana lebih baik.  
alasan klasifikasi: mengandung kritik terhadap pemimpin indonesia dan menyiratkan kebanggaan pada negara lain, menyiratkan rasa frustrasi dan ketidakpuasan."
Kami selalu berdoa utk kebaikan negri ini ayooo rakyat semua satukan tangan utk melawan mereka yg jahat jgn sampe terulang peristiwa 98 jgn sampai jatuh ke lubang yg sama kita pasti BISAA kita pasti KUAT hidup INDONESIA hidup pa PRABOWO GIBRAN hidup rakyat INDONESIA 💪💪💪💪💪💪 kini saatnya menunjukan kepada dunia siapa sebenarnya INDINESIA kami bangsa besar kami bangsa kuat💪💪💪💪💪,positive
Makin suram sih...pengamat kasi saran tapi bebal.. begitulah orang dungu.. bodoh di habisin sendiri.. investor jg menghindari klo tidak ada kepastian di sawitzerland,"label sentimen: negatif  
makna tersirat (konteks): menggambarkan frustasi terhadap situasi ekonomi yang memburuk dan ketidakmampuan pemerintah untuk mendengarkan saran dari para pengamat, serta mengkritik kebodohan dalam pengambilan keputusan yang merugikan investor.  
alasan klasifikasi: terdapat ungkapan frustrasi dan kritik keras terhadap pemerintah dan sistem yang dianggap tidak kompeten, yang jelas mencerminkan ketidakpuasan dan kekecewaan."
"Om semoga baca pesan ini, kalo boleh di upgrade mic nya om, sangat kasar banget dan berpasir, banyak mic proper dan nyaman kalo di dengar, saya penonton setia jadi ga betah kalo pake TWS atau headset, jauh banget kalo abis nonton dari ferry irwandi dan astronacci, halus banget suara videonya dan ga berpasir kaya gini","label sentimen: negatif  
makna tersirat (konteks): komentar ini menyampaikan kekecewaan terhadap kualitas audio dari video yang dihasilkan, dengan perbandingan negatif terhadap konten dari pembuat lain yang dianggap lebih baik.  
alasan klasifikasi: terdapat kritik jelas terhadap kualitas mic dan suara video yang dianggap buruk, menunjukkan ketidakpuasan penonton yang setia."
"leon cuman bisa ""misalnya""-""misalnya"" terus dari awal sampai akhir, gak bisa eksekusi secara nyata (ini cuma joke ya)

but nice video sih, bisa jelasin pakai data dan fakta juga","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap pembicara video yang dianggap tidak mampu memberikan solusi nyata meskipun mengandalkan teori atau contoh.  
alasan klasifikasi: meskipun ada bagian pujian, kalimat awal menunjukkan sindiran terhadap kualitas konten, ditambah dengan pernyataan ""ini cuma joke ya"" yang menandakan ketidakpuasan yang disamarkan dengan guyonan."
bkn cmn dollar yg menguat tpi emng rupiahnya aja yg ampass,"label sentimen: negatif  
makna tersirat (konteks): ungkapan kekecewaan terhadap keadaan ekonomi, terutama melemahnya rupiah tanpa ada perbaikan yang signifikan.  
alasan klasifikasi: kalimat ini menunjukkan ketidakpuasan dengan menegaskan bahwa bukan hanya dolar yang menguat, tetapi juga mengindikasikan bahwa rupiah dalam keadaan buruk, yang merupakan kritik terhadap situasi ekonomi."
"memang udah benar jalan gw..
dari tahun 2017 gw selalu invest di saham2 USA dan tak pernah di IHSG.
dan stiap cuan yg gw dapat langsung gw simpan dalam bentuk US dolar dari tahun 2017.","label sentimen: neutral  
makna tersirat (konteks): komentar ini menyampaikan keputusan investasi pribadi dengan cara yang informatif tanpa emosi yang jelas.  
alasan klasifikasi: tidak menunjukkan dukungan atau kritik, hanya berbagi pengalaman investasinya."
"kepastian hukum? liat tuh bos djarum yg dapet penghargaan wajib pajak teladan. Begitu dia nolak setor ke ""you know who"", langsung jadi pesakitan. Pegimana loe yg bukan wajib pajak teladan.","label sentimen: negatif  
makna tersirat (konteks): kritik terhadap ketidakadilan dalam sistem perpajakan indonesia, di mana orang-orang tertentu (seperti bos djarum) mendapatkan perlakuan khusus dan konsekuensi negatif bagi yang tidak patuh.  
alasan klasifikasi: ini menyiratkan frustrasi dan sarkasme bertentangan dengan citra penghargaan pajak teladan, menunjukkan ketidakpuasan terhadap hukum dan kebijakan pajak yang tidak adil."
"bos indon ngak kena pajak lagi bos .. beda sama FR .. indon pajak ditanggung gov .. jadi pure , problemnya cuma indon itu kalo dalam USD begitu idr turun banyak itu indon turun lagi","label sentimen: negatif  
makna tersirat (konteks): kritikan terhadap sistem perpajakan indonesia yang dianggap tidak adil dan menambah beban masyarakat, dengan penekanan pada penurunan nilai rupiah yang semakin parah.  
alasan klasifikasi: ini mengandung sarkasme, karena menyebutkan bahwa indon tidak kena pajak padahal kenyataannya masih terkena pajak. terdapat frustrasi terhadap pembayaran pajak yang tinggi dan dampaknya terhadap nilai tukar yang melemah."
"Gila inflasi 30% dlm setahun bisa kaya raya jika dpt bunga kaya gitu, gaji aja ngak naik 2% setahun aja berat, yah  pantes memang inflasi dlm negara sendiri biangkeroknya. Yah 2026 lebih parah secara ekonominya tapi politik ngak sama kaya 98 krn pakar koruptor sdh 100% bersatu ambil langkah lebih baik dengan cara korupsi resmi tanpa diganggu rakyat..😂😂😂,.. cek sendiri program pemerintah apa benar berpihak ke rakyat atau  kita sdh tauh semua.. wkwkwkwkw","label sentimen: negatif  
makna tersirat (konteks): kritik keras terhadap pemerintah yang dianggap tidak berpihak kepada rakyat dan menyalahkan keadaan ekonomi serta inflasi yang terus meningkat. menggambarkan bahwa akan ada lebih banyak masalah ekonomi di masa depan.  
alasan klasifikasi: ada unsur sarkasme dengan penggunaan ""😂😂"" dan ""wkwkwkwkw"", yang menunjukkan bahwa komentator merasa frustrasi dan menyindir kondisi ekonomi serta program pemerintah yang dianggap tidak membantu masyarakat."
hari ini 17.8 koh Leon... kayaknya bakalan ada videonya trus nich sampe 20.0,"label sentimen: negatif  
makna tersirat (konteks): kekecewaan dan keprihatinan terhadap terus melemahnya nilai tukar rupiah yang bisa mencapai angka yang lebih parah.  
alasan klasifikasi: ada nada skeptis dan mengkhawatirkan terkait situasi ekonomi yang semakin buruk, menunjukkan frustrasi terhadap kondisi yang ada."
pejabat kita terlalubodoh untuk memahami ini bang leon...,negative
"Literasi yang sangat BAIK & PRAKTIS, Koh... Tks 👍🙏",negative
intinya : kesejahteraan bangsa TERGANTUNG dari MORALITAS para pemimpin dan para pejabat negara,"label sentimen: neutral  
makna tersirat (konteks): pernyataan bahwa kesejahteraan bangsa berkaitan dengan moralitas pemimpin dan pejabat negara, bisa diartikan sebagai observasi tanpa emosi yang kuat.  
alasan klasifikasi: komentar ini lebih bersifat informatif dan analitis, tidak menunjukkan dukungan atau kritik yang jelas."
"panggil hengky dulu, mau denger dia soal Saham Sini, wkwkwkwkwkwkwkwkw","label sentimen: negatif  
makna tersirat (konteks): menggambarkan ejekan atau ketidakseriusan terhadap topik saham, mungkin mengindikasikan bahwa pembahasan tersebut tidak berarti dan lebih dianggap sebagai bahan candaan.  
alasan klasifikasi: terdapat penggunaan ""wkwkwkwk"" yang menunjukkan lelucon atau sarkasme."
Apa yg mau diharapkan sama pemimpin yg gak kompeten,"label sentimen: negatif  
makna tersirat (konteks): frustrasi dan kritik terhadap pemimpin yang dianggap tidak mampu dalam memimpin, terutama dalam konteks masalah ekonomi.  
alasan klasifikasi: komentar ini mencerminkan ketidakpuasan yang mendalam terhadap kepemimpinan yang dianggap tidak efisien dan tidak kompeten, yang menambah beban ekonomi masyarakat."
"pertanyaan apakah memang sengaja dilemahkan dengan tujuan strategis pemerintah ? walau negara lain juga terdampak oleh dolar us, tapi rasa2 nya turunnya nominal rupiah tidak seperti negara lain (kalo itu mau di bandingkan). tapi apa tujuannya ?",neutral
