text,sentiment
"Kepercayaan gue ke program pemerintah sndri rendah skrg
Terkahir gue beli Obligasi pemerintah saat jaman jokowi
Era prabowo sama skli belum pernah beli lagi.

1. Gue lebih bisa ngitung multiplier efek dari pembangunan infrastruktur yang masih perputaran uangnya akan gimana dan negara akan dapat peningkatan uang seperti apa. Dan jujur aja nilai asetku berkembang banget di era ini karena ekonomi di bawah tidak terkonsentrasi ke 1 sektor karena yg kena multiplier atau penerima manfaatnya inderict banyak. Alhasil penerimaan pajak peniliaan ku akan naik, dan disitu gue tau utang yg gue kasih uangnya bisa dikembaliin gimana karena golongan menengahnya naik dan punya uang. 
2. Era prabowo sekarang semuanya terkonsentrasi perputaran uangnya dan penghentian banyak infrastruktur strategis plannya, uang yg sangat besar itu cuma ada di sektor fnb dengan mbgnya sektor diluar itu agak susah untuk dapet cipratan manfaatnya, uang besar itu cuma ada di sektor alutsista yang bahkan bukan untuk rnd dalam negri tapi langsung di setor ke luar negri sekli lagi gda manfaat yang bisa dirasakan indirect diluar sektor itu. Dan ada lagi kopdes yang malah coba matiin alfamart dan indomaret yg malah makin matiin yg industri yang udah jalan. Dll semua programnya terkesan grande tapi uang dan penerima manfaat indirect nya terkonstrasi. Gue gtw gimana cara uang gue dibalikin kalau gue beli obligasinya, bahkan klo ini perusahaan pun gue juga ragu kasih utang klo sumber uang mereka dan spending mereka terlalu terkonsentrasi di beberapa titik saja dalam kategori ekstrim.",label sentimen: negatif
"makasih ko Leon, sehat selalu, GBU",neutral
PRABOWO ITU SURUH DIAM SAJALAH...!!!! OMONGAN KELAS BOCAH SOK JADI PRESIDEN...!!,label sentimen: negatif
Andry Hakim mana bro,neutral
Bro Leon lo benar kasih paham publik tapi masalanya bagi kita rakyat jelantah krocomumet ini gaji tidak naik maka ancamanya selalu PHK 2 terus itulah yang bikin kita ngamuk mendadak nanti,negative
"Thanks, GBU! Gw pribadi usd di kripto terus earn fleksible ko :D",label sentimen: negatif
"Setelah ini pasti bermunculan survey survey Kepercayaan rakyat kepada pemerintah 99,9% wkwkw",negatif
"eMBeGeeeeeeeeeeeee...... 
Hidup jokowiiiiiii...! 
Hanya itu dipikirannya... 
Masih lebih hebat ketua kelas gua dulu masih TK",label sentimen: negatif
"orang indonesia banyak yg pinter, tapi yg duduk di pemerintahan pada tolol semua . kocak .",label sentimen: negatif
"MERDEKA itu artinya BEBAS dari PENJAJAHAN/PENINDASAN dari negara lain (Jepang, dll) atau PENGUSAHA/INVESTOR (VOC, dll)

Adapun MODAL AWAL untuk mewujudkan KEMERDEKAAN Indonesia itu adlh dg MERAMPAS Pabrik2 atau Perusahaan2 milik PENJAJAH (pengusaha/investor), yg 

bila Pabrik2 atau Perusahaan yg sahamnya 100% dimiliki oleh NEGARA (RAKYAT) itu terus diperbanyak, maka

KETERGANTUNGAN pd PENGUSAHA/INVESTOR akan semakin berkurang, sehingga NEGARA (RAKYAT) RI tdk lagi bergantung pd PENGUSAHA/INVESTOR dlm MENGURANGI jmlh PENGANGGURAN, KEMISKINAN, dll
Ma'af jika saya salah. Rahayu...Rahayu....Rahayu",neutral
"Long story short, jadi intinya tuker Rp kita ke dollar? Makin banyak sell offnya? 

Great insight untuk cari usaha lokal yang omzetnya dollar. But Any other thoughts untuk tetep jaga dalam ekosistem indonesia?",neutral
"Cara penjelasan dan komunikasi yang bagus. Bisa jadi jalan tengah utk mendapatkan informasi berdasarkan data. Dibandingkan melihat berita/social media yang hanya menghighlight sisi positif atau negatif secara berlebihan.

Kalau gaya komunikasi pemerintahan kita seperti ini, mungkin rakyatnya juga bisa lebih tenang.",label sentimen: positive
Makasih ilmunya koh.,negative
Sedunia mengalami krisis yg sama. Tapi cmn indo disekitar ASEAN yg jatohnya segininya dgn potensi dalam negeri dan sumber daya yg ada jauh lebih daeri negara tetangga lain. Ya artinya murni kebodohan pemerintahannya,label sentimen: negatif
gak ada kebijakan yg gk ad efek negatifnya. semua ada tradeoff jgn terlalu idealis,label sentimen: netral
pasti   salah  asing asenk  ahok aguan  soros,negatif
pemimpin bobrok,negative
"Itu  urusan peme rintah 
Urusan loe  jaga  value kekayaan loe ,
Sebelum   kemakan devaluasi , dan inflasi  !!

Beli  valas atau emas 
Cepetan  bro !!",neutral
"Ijin koreksi ko Leon, untuk INDON/INDOIS tidak dikenakan pajak karena pajak ditanggung oleh pemerintah.",label sentimen: negatif
"gimana mau menguat rupiah, wong presiden nya aja gak peduli. kan rakyat desa gak pake dolar. santai aja pasti usdidr naik.",label sentimen: negatif
"""USD melemah terhadap Advance/Emerging market, IDR melemah terhadap USD"" :D",negative
"solusinya ekonom2 perlu di kasih MBeGe, supaya analisanya bisa positif 🤣",label sentimen: negatif
Dari 2011 new normalnya melemah terus. Parah ni negara. Gimana mau cinta rupiah kalau nilai tukarnya buruk begini,negative
"mann, so hopeless lah ya",negative
Kocak opo koclok,neutral
"bertahun tahun ngebet amat jadi presiden, sekalinya jadi langsung mencret",label sentimen: negatif
"Untung gua nimbun dollar di paypal mukai 5 tahun lalu waktu masih kurs 14ribuan dan belum gua cairkan
Hasil transaksi sama orang asing, mayan lah",neutral
"Dgn kata kain negara lain lagi pesta karena dollar melemah, tpi indo menangis karena pemerintah gk paham peluang 😅",label sentimen: negatif
"Thank You Bro Leon...
krna pengajaran yg super sederhana by compare, by data, by grafik & by year to year...
hari demi hari saya semakin terbuka matanya ke depan harus bagaimana untuk berkembang & bertumbuh dlm bidang saya + semakin mengerti perputaran mata uang di setiap negara...

semakin menjadi terang & garam Bro Leon
GOD BLESS U & FAM...",positive
"Pekerjaan loe gaada harganya 😂, mending cari cara gimana caranya kerja di luar negeri. Cuci piring kerja 2 minggi dah dapet iphone terbaru di negara maju😂",label sentimen: negatif
"boros di 
MBG nya",neutral
Harus coba ahok jd presiden,neutral
Ngeri komentarnya banyak buzzer2 bayaran asing. Semoga masyarakat indo bs kuat,neutral
2013 mulai jaman president ngebor utang kan,negative
"Selama domestik dan fiskal masih begini ya jgn harap apa""",negative
Singkat saja. Semua investor kabur,negative
"sebenarnya nilai tukar MATA UANG turun itu gak masalah asal NERACA PERDAGANGAN EKSPOR kita kuat, China malah dengan sengaja menurunkan nilai mata uangnya agar produknya keliatan lebih murah, masalahnya kita itu negara PENGIMPOR dari mulai minyak, biji plastik, gandum, gula, kedelai, bawang bombay bahkan garam, prediksi terdekat 18.250/1$ jika JEBOL 22-25rb/1$ 👈",label sentimen: netral
"Please keep creating, mas leon! Thank you",negative
INDON dan INDOIS PPH nya 0% karena masih ditanggung Pemerintah ko Leon,negatif
"Saya yakin klo program MBG ditunda terlebih dahulu Rupiah akan menguat, tinggal Ego pemimpin apakah bersedia itu salah satu cara mengembalikan kepercayaan Publik.",neutral
Yg nyoblos kmrn nyesel ga ? Teddy bear dan bapak presiden kok opini nya ga peduli begini,label sentimen: negatif
"Klu di desa memang kebutuhan makanan ya masih cukup terpenuhi tapi transportasi, obat2an, pupuk jg masih beli dan tambah mahal",neutral
"Aku mau pindah ke desa ah
Kan gak pake dollar",label sentimen: negatif
Hari ini ada info dari menkeu klo siapkan dana 420 T untuk buy back SBN apa ini langkah yg tepat ko leon buat turunin rupiah ?,neutral
Penguasa sudah tidak dipercaya lagi ..,negative
MASALAHNYA ADA DI PRESIDENNYA SI PRABOCOS DAN MENTRI2NYA TERMASUK SI PURBACOT YANG DENIAL BIKIN EKONOMI AWUR AWURAN,negative
ok...back to sleep,negative
"yah begitulah kalo kita dijadikan sapi perahan....kita bener2 udah jadi hewan piaraan di kandang yg bisa diperas tenaga, uang, skill dsb2, untuk keuntungan orang2 yg mengelola.",label sentimen: negatif
"Saya pikir perlu ada Action ya dari Pemerintah untuk berkomunikasi yang balance dan transparan dengan rakyat. Pemerintah harus peka dengan Topik yang lagi hangat yaitu Dollar Menguat dan program unggulannya, terus dampaknya ke rakyat apa. Karna walau bagaimanapun kan mereka yang memiliki wewenang untuk kebijakan. Data harus terbuka dan valid sifatnya, agar acuan diskusinya sama. karna, kalo datanya gak sama percuma dibahas gak bakal nyambung. 
Ibarat anak mau ngomong sama Bapaknya, gak pernah kejadian, akhirnya komunikasi jadi ruang hampa. Nah Ruang Hampa komunikasi ini yang selalu jadi masalah antara Pemerintah dan Rakyatnya. Padahal semua masalah bisa di selesaikan kalo ad komunikasi. masa satu intansi suatu kementrian gak ada sih yang bisa diajak komunikasi. percuma. kita hub call center mereka,. karna sifatnya kan satu arah doang.",label sentimen: neutral
"Edukasi yang sangat bermanfaat, semoga sukses ko Leon",positive
"Emas, Silver, Property, collectibles gak dibahas? Itu bisa jadi alternative investasi juga gak? Low risk atau high risk? Direcommend gak? Mohon masukannya. Trims",neutral
"Kalo gold masuknya ke less atau high risk ko? 

Soalnya kalo USD dijelaskan dalam indeks aja lagi melemah sama mata uang negara lain,",neutral
dikit lg  rp.17.845 perdollar . mungkin ini ingin dicapai pemerintah mendekati hari kemerdekaan pak,label sentimen: negatif
wkwk panjang lebar penjelasan eehhh..ternyata biang keroknya cuma  MBG dan Kopdes MP😂😂😂,label sentimen: negatif
"AYO KORUPSI LANJUTKAN
ANCURKAN NEGARA INI
KORUP ITU ENAAKKK",negative
"Perusahaan2 swasta dan bumn telah bekerja keras, tapi pemimpin2 dan dpr dprdnya hasil money politik yg pasti berharap uangnya kembali, sukur2 cuan luber",label sentimen: negatif
"terima kasih pelajaran nya,50 menit saya nonton saya gak ngerti yang di omongin.serius",label sentimen: negatif
"menterinya YES MEN pula, haus validasi pula, udah combo maut",negative
"Cmiiw, kupon dan capital gain INDON INDOIS bebas krn ditanggung pemerintah.",neutral
kasian zimbabwe disalahin mulu :),label sentimen: negatif
"Sudahlah tak usah pake data anak smp aja tau kenapa rupiah lemah. 
Mbg asuuuuu hapus",label sentimen: negatif
Pembanding antara uang dong dan uang  rupiah  vs uang dolar dari tahun 2010 ... 2026,neutral
"Stop menyalahkan asing, aseng! Jangan playing victim, Indonesia gabisa maju karena kita dijegal, bullshit! Yang bikin rusak ya pemerintah beserta sistemnya!",negative
"Cukup aneh tapi nyata. Sejarah terulang dengan sendirinya. 

Sudah rutin berdoa selama bbrp tahun untuk kemakmuran bangsa ini. 

Tapi faktanya: Rakyat Indonesia seperti ayam yang mati di lumbung padi. Sedangkan penguasa terlalu boros, ugal-ugalan pakai uang rakyat, anti kritik dan terlalu otoriter. Sangat menyedihkan. 

Sampai kapan akan muncul Ratu Adil?",label sentimen: negatif
PRABOWO PRESIDEN MBG (MALING BERKEDOK GIZI) 😅😅,label sentimen: negatif
2035 semoga IDR tembus 25-30 ribu biar gue makin cepat pensiun 😇,label sentimen: negatif
"Santai aja bos...
Ntar 17 Agustus Nilai tukar kbakalan di 17845",label sentimen: negatif
Ini namanya krisis global utk seluruh dunia bkn hanya Indonesia,neutral
"Masalah nya satu MBG yg ngawur, kayak bunuh nyamuk pake granat, tidak mengena, jadinya pemborosan, yg ujungnya bikin fiskal tekor dan rupiah tersungkur",label sentimen: negatif
"geng soros  lagi kenceng ato abis2an amunisi nih face-blue-smiling, panas2xin terus lewat lsm spt: cel10s, kurungkurawal plus profesor2 bayaran dan media2x semacam tempe dkk plus tambahin nobar party bab1 di lapis lagi persiapan demo Pelangi. WAHAI RAKYAT JANGAN MAU DIPANAS2I OLEH MEREKA2 INI, NANTI MEREKA PULA YANG MENIKMATI DARI KERIBUTAN YANG MEREKA RANCANG INI",label sentimen: negatif
"Keadaan sdh spt ini tdk ada yg bisa saling mdnyalahkn bkn hanya Indonesia sj tp berdampak utk seluruh dunia semua ini krn pengaruh perang jdi berdampak utk seluruh dunia tdk boleh saling mdnyalahkn, bagian kt masyarakat hanya doakan sj spy ekonomi Indo membaik spy rupiah bisa menguat",neutral
SELAMA JIWA PEMIMPIN NYA JIWA MALING.. IDR AKAN TETAP MELEMAH.. KRN INVESTOR GA PERCAYA KRN BYK MALING..,label sentimen: negatif
Mau di kota mau didesa sm sj km jg hrs mkn utk blanja ya pake uang yg sama rupiah kt hanya bisa doakan spy ekonomi membaik aja rupiah bisa menguat smua jg pengaruh dr perang kok,neutral
Aku hanya berharap ke LANTAI KAMAR MANDI,negative
Sudah saatnya fufufafa turun tangan membenahi anjloknya Rupiah 😊😊😊,negatif
Ya di Lumajang juga nasi pecel masih 11 k,label sentimen: neutral
Extrapolasi ???,neutral
"Indonesia gak cocok demokrasi,,Indonesia harus di pimpin oleh pemimpin yang tangan besi,,parpol cukup 1 saja",negative
cara menguatkan rupiah jual hasil tambang nikel dan yg hanya dimiliki oleh indonesia dengan rupiah bukan dollar. jadi rupiah dihargai oleh dunia. jadi yg mau beli harus tukar mata uangnya ke rupiah dulu .,neutral
Bisa di cek lagi INDON free tax,negative
"Harga minyak goreng naik luar biasa, pemerintah kurang open terhadap kenaikan komoditas ini sebenarnya HET untuk minyak goreng itu brp ?",neutral
Ada postingan Andri hakim nyesel pilih Wowo itu hoax atau ga ya,neutral
"kenapa bukan orang seperti bro leon yg menjabt di instansi terkait yah,",neutral
"Aku nggak ngerti ekonomi, tapi merasakan sulit n sakitnya kondisi masyarakat Indonesia komunitas import seperti kedelai dll udah pasti ada pengaruhnya dg nilai rupiah yg sangat lemah, begini kok dibilang rakyat di desa tidak mengerti/tidak tahu dollar, gimana sih Mr. Presiden !!!",negative
"Terima kasih bang, sudah menjawab dengan ilmu dan logika yg masuk akal dan mencerahkan, semoga sehat selalu bang, pelemahan rupiah saya yakin BI tidak bisa membaca pergerakan ekonomi, tindakan, seharusnya BI memberi insentif menurunkan suku bunga kredit menjadi 1% pertahun kepada pelaku UMKM yg fokus export ke luar. Dan UMKM bisa pinjam uang untuk mengembangkan usaha Dan seharusnya BI bekerja sama pemerintah untuk menggalakan dan mendidik mencetak UMKM yang bisa usaha untuk export, baru dolar banyak masuk dan jika banyak dolar us di Indonesia maka otomatis dolar jadi murah, untuk pelaku dolar yg parkir di Singapore atau luar negeri harus diancam pemerintah dengan hukuman yg berat sebab mereka yg membuat dolar us hilang akhirnya dolar menjadi mahal.",label sentimen: neutral
"loe mau harap apa sama presiden yang menang karena MANIPULASI?! menang karena ""diendorse?! ternyata gak lebih pinter dari presiden sebelumnya. sadar gak sih dia itu presiden? presiden kok asbun?! indonesia bubar 2030 ehh ternyata dia yang bikin, SURAM BOSS!!!",negative
Bukti nyata negri avg 78IQ....amburadul,label sentimen: negatif
Usd tidak mengguat lihat aja chart dxy usd sideway ini gak ada naik signifikan chartnya tapi coba lihat chart sgd dan mata uang lain seperti swisfr dan ringgit naik kuat banget berarti ini orang juar rupiah untuk beli sgd ringgit dan swiss soalnya kalo harusnyabusd menggust chart usdt dominance dxy mengguat ini gak mengguat sideway usdnya,label sentimen: netral
"Lapor Bos, di surabaya sarapan lontong balap masih 12k, nasi madura 8k, ketan bubuk kedelai 6k. Nanti kalo dollar 20k saya info lagi😂",label sentimen: negatif
"Solusi nya paling gampang export harus wajib pakai IDR,kalo berani ikuti cara rusia dulu saat rubel melemah",label sentimen: neutral
"Berdoa untuk Indonesia guys, kita komen negatif juga tidak akan memperbaiki keadaan. Kita diminta menggantikan menteri bahkan presiden juga sepertinya tidak akan bisa. Semoga orang sadar begitu memalukan dan merugikan korupsi itu, ingat hidup hanya sekali dan semua akan mempertanggung jawabkan perbuatannya di depan pengadilan akhir.",neutral
Perusahaan coal ama CPO mau diperas itu 😢... Taik bener lah,label sentimen: negatif
"Rupiah diserang biar lemah...
Aku beli saham² selagi murah ini...

Gk lama lagi akan naik..
Negara lain gk suka indo jaya",neutral
Makasih Ko Leon utk edukasinya... slalu butuh hack utk melindungi nilai asset & cara nambah invome di saat kondisi ekonomi yg sangat buruk ini😢,label sentimen: negatif
"Edukator dan investor seperti Bro Leon dan Bennix ini penting banget buat masyarakat Indonesia, Media berita sekarang susah di percaya...",label sentimen: positive
"Currency itu gpp melemah bahkan bagus klo indonesia itu negara industri, supaya barang kita laku…

Yg jadi maslaah kan konglo kita bukan industrialis, yg didukung sama prabowo malah pengusaha2 kelas SD yg cuma bisa jual komoditas mentah, sementara barang jadinya impor semua, blom bbm yg impor dari sgd (selamat buat para pengguna mobil bbm yg udh jadi penyumbang devisa ke singapore 😂😂😂😂)…",negative
Terlalu boros pemerintahnya 😢,negative
"3 Fase:
Fase 1 (Sebelum 98): Sebelum Krismon
Fase 2 (1998 - 2013): Reformasi
Fase 3 (2014 - Sekarang): Jokowi dan penerusnya",negative
"Sepertinya ada juga yang senang dan diuntungkan dengan melemahnya rupiah terhadap dolar, mereka yang punya simpanan uang dolar atau digaji dengan dolar akan memamfaatkannya dengan menukarkan uangnya ke uang rupiah, jadi hanya sebagian kecil saja yang diuntungkan dengan melemahnya rupiah, mungkin termasuk koruptor yang punya simpanan dolar makin tambah kaya",negative
"Pelajaran penting untuk setiap generasi....mungkin generasi2 yg sekarang gak tau siapa yang dia pilih, dan gak mau tau siapa yg akan dia pilih....... Lain kali pelajari benar2  siapa yg akan kalian pilih.",label sentimen: negatif
njir jadi buzzer,negative
"Intinya pejabat di negeri ni, terlalu biadab.",negative
"Bro Leon berusaha membuat orang tidak panik, tapi dengan tidak panik maka tidak akan ada solusi.",label sentimen: negatif
"with all those denials from goverment, kenaikan 7,5% dalam satu tahun terakhir bukan tidak mungkin menjadi ratusan persen seperti 98. my point is, perlu banyak narasi narasi keras yg apa ada nya saja, supaya kita “sadar” kalo kita ini dalam track yg beresiko tinggi seperti the econimist media said. terlalu banyak narasi “menenangkan” scr psikologis, tp tidak menitik beratkan pada seberapa berbahaya nya kondisi kita skrg ini. ugly truth saying lebih menyembuhkan darpd narasi narasi yg tersebar di media. khususnya narasi yg berasal dari goverment ya. kerusakan parah lingkungan, kehancuran mata uang, bobroknya pasar modal, sistem meritokrasi yg sangat corrupt, and so on. we are doomed guys. kita sedang berada di titik mau collapse sebagai nation. think about it",label sentimen: negatif
bang leon th 98 pejabat pinternya lebih banyak dari pejabat sekarang.😂🤣😂🤣,label sentimen: negatif
PUPUK KANDANG NDA PAKE DOLLAR TO?? BERISIK KALIAN NETIJEN,label sentimen: negatif
Sebenarnya ini kesempatan untuk memperkuat industri ekspor karna kurs kita punya keunggulan,neutral
"Speak with Data, heran kalau ada yg masih bilang semua salah external factors",label sentimen: negatif
"tapi belum bisa prediksi akan dikali sama dengan 9 bulan kedepan, semoga dunia segera damai 😇",negative
"Hampir sama aja gw tinggal di desa & kota, intinya gedein earning power sblm menyesal. 😊🎉",negative
warga desa tidak membeli Indon ko,label sentimen: negatif
Kita di desa juga ambyar bos. Terutama sektor peternakan ancur-ancuran. Harga kandang telur sekarang 22.000 padahal harga yang dipatok pemerintah 26.000. harga kambing saat ini adalah harga terendah dalam 10 tahun terakhir. Malah pada mau pindah ke desa.....😂,label sentimen: negatif
"USD memang rata menguat, ditambah jgnlah malah koleksi $",label sentimen: negatif
"USD di data2 tersebut hanya bukti bahwa dollar tidak pulang ke USA seperti yg orang2 bilang, jadi mayoritas dollar masi keluar dari amrik. Tapi leon mengabaikan data lain bahwa negara2 yg mengimpor minyak cenderung turun dan negara2 yg mengekspor minyak cenderung menguat. Jadinya kesannya kayak pelemahan rupiah terhadap dollar hanya terjadi di Indonesia saja. Silahkan cari aja negara2 yg ekspor atau impor minyak kayak gimana currency nya selama perang USA Iran ini. Di beberapa negara lain bahkan sampai melarang mahasiswa pergi ke kampus, selain untuk hemat bbm juga agar mahasiswa nya gak demo besar yg bisa berujung diturunkannya pemimpin negara.",label sentimen: neutral
"disini harus ksih jatah preman, bukan preman ormas, itu mah preman abal2 yang gak pengaruh banget. preman yang di senayan",negatif
"Yang pusing ya itu yg suka keluar negeri, hari ini pidato apa lagi ya beliau😂",negative
kita udah ga di fase cari cari masalahnya dimana? urusan solusi aja udah bnyk di tawarkan ekonom2 senior. cuma pemerintahnya BUDEK...,label sentimen: negatif
"Intinya yg salah 90% DPR tp DPR nyalahin gubernur BI,KONOHA memang penyakitnya di DPR dan partai",label sentimen: negatif
"Mo dolar berapa ribu kek ,rakyat di desa kan gapake dolar",neutral
"Buzzer tidak suka video ini

Auto buka valas cik 😁😁",label sentimen: negatif
Betul. solusinya pindah ke desa. No Dollar No IHSG,label sentimen: negatif
Biasa yang bikin gonjang ganjing lawan politik,negative
"Hentikan pajak selama 5 tahun, dana MBG gunakan untuk mengcover pajak, ekonomi di bawah akan jalan, investor datang, lapangan kerja akan ada lagi, umkm jalan lagi, itu solusinya",neutral
"Masalah nya bukan di keilmuan ekonomi kita yang tidak bagus, tetapi memang PEJABAT INDONESIA tidak ada niat untuk memajukan dan memperkuat Negara INDONESIA. Mereka (PEJABAT) taunya CUAN from negative side income alias KORUPSI.",label sentimen: negatif
PRESIDEN ANJING,negative
"Faktor umur Presiden tidak bisa di pungkiri, penasehat sih teddy, disekelilingnya anak didiknya, siapa yang berani memberikan masukkan yang bener, yang penting manisan dikasih biar makin gemuk presiden senang😂😂😂, kalo yg luar menasehati di katain ANTEK ASENG, udah gak ketolong paranoidnya Presiden, semoga segera bubar dah",label sentimen: negatif
"beli usd, emas dan pegang cash. jd petani dan peternak. 😊",label sentimen: negatif
Bro Leon minus BRP portonya hahahhaa,label sentimen: negatif
gila emang cino jowo menghancurkan negara ini 😂,label sentimen: negatif
"Capital flow 45%, goverment policies 40%? Seharusnya goverment policies lebih dr 50%, karena goverment policies juga mempengaruhi capital flow. Every thing dipengaruhi goverment policy, termasuk export import (tarif, so on)",neutral
"gua uda nukar ke SGD setiap gua gajian bang, ini bakal lama soalnya guys. lo pada tau ga sih pajak bakal dinaikin TAU !",label sentimen: negatif
"Lol gw bukan ekonom pun ga ngerti banyak soal ekonomi, gw cuma pake logika sederhana aja, banyak negara2 yang diserang ekonominya ataupun pariah (diisolasi) kaya Turki, Iran, Korea Utara, Rusia tapi mereka ga goyang kaya langit mau runtuh ketika inflasi mata uang. Berapa persen Turki kehilangan kekuatan liranya? gila itu, lho kalau di Indo orang udah keluar ngejarah dan rusuh, kenapa Turki engga? karena kebutuhan mereka akan impor itu minim, melemahnya lira ga jadiin Turki krisis pangan, lha kita gimana? kedelai, yang jadi makanan utama kita aja, 90% lebih kebutuhannya di impor dari luar, 75% dari AS, beras? impor, daging? impor, orang cukai sama tengkulak asik megang duit, giliran krisis pangan, makan tuh duit. Gila ya, anjing emang, mereka enak2an exploit ini negara digerus abis dan sekarang satu negara yang bayar akibatnya. Kalau krisis pangan, itu duit2 proyek ga bisa dikunyah, mereka lupa apa??",label sentimen: negatif
"Halo master. Ada miss nih
Indon tdk kena pajak. Bebas pajak",label sentimen: negatif
"Mahal ilmu bang, terima kasih banyak",negative
Turunkan prabowo gibran. Kabinetnya kabinet bagi-bahi kue isinya bocil-bocil nggak kompeten.,negative
Harus digulingkan si omon2,negative
kurang menarik klo di  indonesia soal less risk,neutral
"Klo gw pake logika sederhana.
Tahun dpn akan mulai perjanjian dagang Indo dgn Uni Eropa & bbrp negara lain, ditambah AS ksh tarif 0% produk2 Indo.
Investor pasti liat potensi nilai dagang & peluang inves.
Lembaga Rating Internasional sengaja kondisikan saham & rupiah anjlok,
skenarionya investor global borong saham2 murah meriah yg punya fundamental kuat.
Ibarat klo harga normal dpt sekian, tp krn anjlok bs dpt lebih byk saham.
Pola yg sama ke negara yg kena krisis ekonomi (Yunani) yg saham2 fundamentalnya kuat dikuasai investor global.
Jangankan ekonomi, mo perang aja bs disetting biar punya pembenaran
🤣🤣🤣🤣🤣🤣🤣",label sentimen: negatif
"Engak usah ribet...contoh thn 98-99 kalau mau Dollar USD turun...syaratnya ajukan Pinjaman ke IMF/Bank Dunia ...pasti akan turun Krn mereka yg Drive nilai tukar....

Nilai tukar melemah agar pemerintah intervensi sampai habis devisa yg ada...selanjutnya ajukan pinjaman ke IMF/Bank Dunia ...engak lama Nilai Tukar akan Naik...sejarah sdh membukatikan",neutral
kami si mengharapkan lantai kamar mandinya belumut si ko,label sentimen: negatif
Harga daging 1998 18 rb sampe 25 rb beda tapi jgnnpada ngawur,label sentimen: negatif
"Pemerintah nya bebal, udah banyak yg bilang MBG itu program gak ada manfaat cuma jd beban keuangan negara ehh tetep aja program itu di jalankan,  blom lg program koperasi desa merah putih.
Susah punya pemimpin yg NPD, gak jauh beda kyk Trump 😂",negative
teruntuk IHSG hari ini secara broksum justru banyak domestik yg out koh,label sentimen: negatif
"Kondisi kurs hari ini, kelahiran Gen Z merasa sok ekonom membandingkan kurs 98.",label sentimen: negatif
"Beberapa komentar yang mendukung revolusi dan asal bilang lengserkan pemerintah itu sangat naif. Revolusi macam itu gak bawa kebaikan apapun. Hanya utopia naif. Cuma buat asing gak percaya dengan pemerintah dan akhirnya pemerintah baru juga harus semakin keras untuk legitimasi kekuasaan mereka.
Mengganti para manusia peternak dengan babi yang pd akhirnya babi2 itu bertingkah lebih kejam ke ternak2 lemah lainnya dari pada manusia peternak di awal",negative
"👍 cuma spikes bisa akselerasi, batasnya bisa langit!",negative
"Sederhana saja kalau masalah ini
Beda dengan tahun 98 ya

1. Saat orang2 yang banyak duit pada ingin menukarkan uang rupiahnya dengan dollar pada BI , stok dollar di BI sangat tidak sebanding dengan banyaknya orang yang butuh dollar.

Akhirnya bi memanfaatkan situasi untuk menaikkan nilai tukar dollar pada rupiah.

2. Saking banyaknya orang2 yang nyimpen dollar di rumahnya dan diluar negri, 
Otomatis persediaan dollar di BI berkurang, menjadi stoknya sedikit.

4. Banyak eksportir yang mendapatkan dollar, tapi dollarnya disimpan di bank luar negri.

Intinya setiap ada orang orang yang mementingkan keuntungan pribadi, 
Pasti negara mulai goncang, dan masyarakat miskin sengsara😅😅","komentar: ""sederhana saja kalau masalah ini beda dengan tahun 98 ya 1. saat orang2 yang banyak duit pada ingin menukarkan uang rupiahnya dengan dollar pada bi , stok dollar di bi sangat tidak sebanding dengan banyaknya orang yang butuh dollar. akhirnya bi memanfaatkan situasi untuk menaikkan nilai tukar dollar pada rupiah. 2. saking banyaknya orang2 yang nyimpen dollar di rumahnya dan diluar negri, otomatis persediaan dollar di bi berkurang, menjadi stoknya sedikit. 4. banyak eksportir yang mendapatkan dollar, tapi dollarnya disimpan di bank luar negri. intinya setiap ada orang orang yang mementingkan keuntungan pribadi, pasti negara mulai goncang, dan masyarakat miskin sengsara😅😅""
label sentimen: negatif"
"Tidak banyak presiden mengucap gpp currency melemah.
yg penting doi asal ketemu podium tereak2, anakbuah tepuktangan, udah senang mereka.",label sentimen: negatif
"100% ""kepercayaan itu mahal""",neutral
"Pasti bukan gara gara MBG...bukan krn MBG...bkn karena beli alat tempur...bkn karena ponakan nangkring jd petinggi BI...ini gara gara kebanyakan orang orang kota, kebanyakan anteq anteq ngasing, kebanyakan Indonesia ngelap",label sentimen: negatif
Aq di desa baik2 aj makan lacar tidur nyenyak tiap malam juga masih  bisa nongkrong2 ngopi bareng ma tetangga,label sentimen: netral
Solusinya SWASEMBADA pemimpin/para pejabat yg competency BUKAN SWIMSEBADAK BERAS yg data nya di pelintir si mentan gila validasi!,negative
Ta tapi kan kata si benix rupiah lemah supaya ekspor meningkat.. 🤣🤣🤣,label sentimen: negatif
TSLA kedepanya masih bagus GK Koo. aku mulai beli TSLA pas kamu bikin conten 2025 bulan 7 tgl 20 itu aku beli udah cuan +47% Mayan ko,label sentimen: positive
Tadi IHSG udah ijo Udah santai aku tinggal nelvon kawan GK mantau psr saham eh pas jam2 dipantao udah  mines 6% beli pagi. tinggal nelvon 47jt melayang agak nyesek takira udah aman SII IHSG 6400,neutral
sudahlah gulingkan saja rezim ini,negative
😢,negative
"Rupiah melemah terhadap dollar itu malah sangat bagus untuk para eksportir. Jangan khawatir kawan, saatnya kita cuan dollar !!!",label sentimen: negatif
Serius shooting nya jam 2 pagi😂,label sentimen: negatif
